
State,First_Year,Last_Year,Injury_Intent,Race_Ethnicity,Gender,Total_Deaths,Population,Age_Adjusted_Rate_per_ 100000
Pennsylvania,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,1254028,
Pennsylvania,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,3136,63982067,5.307889938354492
Pennsylvania,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,2729,31348586,9.18318
Pennsylvania,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,407,32633481,1.34617
Pennsylvania,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,2157,7347657,28.15585
Pennsylvania,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,1993,3541946,52.01799
Pennsylvania,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,164,3805711,4.31657
Pennsylvania,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,615,49246128,1.33578
Pennsylvania,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,411,24114676,1.80003
Pennsylvania,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,204,25131452,0.84602
Pennsylvania,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,331,4850369,6.2161
Pennsylvania,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,298,2467752,10.66366
Pennsylvania,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,33,2382617,1.39153
Pennsylvania,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,115726,
Pennsylvania,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,56053,
Pennsylvania,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,59673,
Pennsylvania,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,16,2422187,
Pennsylvania,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,13,1168159,
Pennsylvania,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,1254028,
Pennsylvania,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,4877,63982067,6.948780059814453
Pennsylvania,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,4295,31348586,12.64731
Pennsylvania,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,582,32633481,1.72498
Pennsylvania,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,251,7347657,3.39934
Pennsylvania,2016,2020,Firearm Suicide,non-Hispanic Black,Male,222,3541946,6.34211
Pennsylvania,2016,2020,Firearm Suicide,non-Hispanic Black,Female,29,3805711,0.74068
Pennsylvania,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,4450,49246128,7.9757
Pennsylvania,2016,2020,Firearm Suicide,non-Hispanic white,Male,3916,24114676,14.35264
Pennsylvania,2016,2020,Firearm Suicide,non-Hispanic white,Female,534,25131452,2.05574
Pennsylvania,2016,2020,Firearm Suicide,Latinx,All Genders,116,4850369,2.4361
Pennsylvania,2016,2020,Firearm Suicide,Latinx,Male,103,2467752,4.29115
Pennsylvania,2016,2020,Firearm Suicide,Latinx,Female,13,2382617,
Pennsylvania,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,,115726,
Pennsylvania,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,56053,
Pennsylvania,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,,
Pennsylvania,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,44,2422187,1.72827
Pennsylvania,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,40,1168159,3.29536
Pennsylvania,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,1254028,
Rhode Island,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,231,5289866,4.179140090942383
Rhode Island,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,204,2572771,7.625189781188965
Rhode Island,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,27,2717095,0.9578400254249573
Rhode Island,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,24,360144,5.86058
Rhode Island,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,22,179258,10.71171
Rhode Island,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,,180886,
Rhode Island,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,176,3864926,4.20559
Rhode Island,2016,2020,All Firearm Deaths,non-Hispanic white,Male,154,1863375,7.63149
Rhode Island,2016,2020,All Firearm Deaths,non-Hispanic white,Female,22,2001551,1.06338
Rhode Island,2016,2020,All Firearm Deaths,Latinx,All Genders,25,838813,3.00793
Rhode Island,2016,2020,All Firearm Deaths,Latinx,Male,23,421800,5.5051
Rhode Island,2016,2020,All Firearm Deaths,Latinx,Female,,417013,
Rhode Island,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,,26626,
Rhode Island,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,13007,
Rhode Island,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,,
Rhode Island,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,,199357,
Rhode Island,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,,95331,
Rhode Island,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,104026,
Rhode Island,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,71,5289866,1.4154200553894043
Rhode Island,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,59,2572771,2.35291
Rhode Island,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,12,2717095,
Rhode Island,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,20,360144,4.83121
Rhode Island,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,19,179258,
Rhode Island,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,,180886,
Rhode Island,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,32,3864926,0.92
Rhode Island,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,23,1863375,1.34844
Rhode Island,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,,2001551,
Rhode Island,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,16,838813,
Rhode Island,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,15,421800,
Rhode Island,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,,417013,
Rhode Island,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,26626,
Rhode Island,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,13007,
Rhode Island,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,,
Rhode Island,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,,199357,
Rhode Island,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,,
Rhode Island,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,104026,
Rhode Island,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,154,5289866,2.6661999225616455
Rhode Island,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,140,2572771,5.08754
Rhode Island,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,14,2717095,
Rhode Island,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,,360144,
Rhode Island,2016,2020,Firearm Suicide,non-Hispanic Black,Male,,179258,
Rhode Island,2016,2020,Firearm Suicide,non-Hispanic Black,Female,,180886,
Rhode Island,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,139,3864926,3.15423
Rhode Island,2016,2020,Firearm Suicide,non-Hispanic white,Male,127,1863375,6.07278
Rhode Island,2016,2020,Firearm Suicide,non-Hispanic white,Female,12,2001551,
Rhode Island,2016,2020,Firearm Suicide,Latinx,All Genders,,838813,
Rhode Island,2016,2020,Firearm Suicide,Latinx,Male,,421800,
Rhode Island,2016,2020,Firearm Suicide,Latinx,Female,,417013,
Rhode Island,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,,26626,
Rhode Island,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,13007,
Rhode Island,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,,
Rhode Island,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,,199357,
Rhode Island,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,,95331,
Rhode Island,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,,
South Carolina,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,4822,25436369,18.944000244140625
South Carolina,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,4068,12325498,32.865970611572266
South Carolina,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,754,13110871,5.824389934539795
South Carolina,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,1807,6943931,26.08464
South Carolina,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,1605,3245264,48.62593
South Carolina,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,202,3698667,5.75972
South Carolina,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,2862,16418614,16.55574
South Carolina,2016,2020,All Firearm Deaths,non-Hispanic white,Male,2327,8014309,27.48594
South Carolina,2016,2020,All Firearm Deaths,non-Hispanic white,Female,535,8404305,6.23164
South Carolina,2016,2020,All Firearm Deaths,Latinx,All Genders,113,1484203,7.62536
South Carolina,2016,2020,All Firearm Deaths,Latinx,Male,100,785395,12.59119
South Carolina,2016,2020,All Firearm Deaths,Latinx,Female,13,698808,
South Carolina,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,19,103247,
South Carolina,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,17,50745,
South Carolina,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,52502,
South Carolina,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,21,486374,4.09538
South Carolina,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,19,229785,
South Carolina,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,256589,
South Carolina,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,2050,25436369,8.59846019744873
South Carolina,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,1740,12325498,14.7528
South Carolina,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,310,13110871,2.55187
South Carolina,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,1437,6943931,20.78955
South Carolina,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,1269,3245264,38.29548
South Carolina,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,168,3698667,4.82376
South Carolina,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,537,16418614,3.54315
South Carolina,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,407,8014309,5.48466
South Carolina,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,130,8404305,1.61228
South Carolina,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,59,1484203,3.83523
South Carolina,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,49,785395,5.84328
South Carolina,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,10,698808,
South Carolina,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,103247,
South Carolina,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,50745,
South Carolina,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,52502,
South Carolina,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,,486374,
South Carolina,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,229785,
South Carolina,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,256589,
South Carolina,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,2646,25436369,9.8258695602417
South Carolina,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,2217,12325498,17.20088
South Carolina,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,429,13110871,3.16393
South Carolina,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,316,6943931,4.54214
South Carolina,2016,2020,Firearm Suicide,non-Hispanic Black,Male,286,3245264,8.89016
South Carolina,2016,2020,Firearm Suicide,non-Hispanic Black,Female,30,3698667,0.8148
South Carolina,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,2260,16418614,12.58737
South Carolina,2016,2020,Firearm Suicide,non-Hispanic white,Male,1866,8014309,21.29801
South Carolina,2016,2020,Firearm Suicide,non-Hispanic white,Female,394,8404305,4.47149
South Carolina,2016,2020,Firearm Suicide,Latinx,All Genders,48,1484203,3.4063
South Carolina,2016,2020,Firearm Suicide,Latinx,Male,45,785395,6.04261
South Carolina,2016,2020,Firearm Suicide,Latinx,Female,,698808,
South Carolina,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,11,103247,
South Carolina,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,10,50745,
South Carolina,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,52502,
South Carolina,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,11,486374,
South Carolina,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,10,229785,
South Carolina,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,256589,
South Dakota,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,559,4394731,13.0831298828125
South Dakota,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,497,2218179,22.835630416870117
South Dakota,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,62,2176552,3.1292901039123535
South Dakota,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,17,114676,
South Dakota,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,17,66235,
South Dakota,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,,,
South Dakota,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,447,3640739,12.28683
South Dakota,2016,2020,All Firearm Deaths,non-Hispanic white,Male,397,1828895,21.51801
South Dakota,2016,2020,All Firearm Deaths,non-Hispanic white,Female,50,1811844,3.00444
South Dakota,2016,2020,All Firearm Deaths,Latinx,All Genders,,178337,
South Dakota,2016,2020,All Firearm Deaths,Latinx,Male,,96508,
South Dakota,2016,2020,All Firearm Deaths,Latinx,Female,,,
South Dakota,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,82,386019,20.61382
South Dakota,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,71,189920,35.75345
South Dakota,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,11,196099,
South Dakota,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,,74960,
South Dakota,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,,36621,
South Dakota,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,38339,
South Dakota,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,94,4394731,2.3719899654388428
South Dakota,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,84,2218179,4.09321
South Dakota,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,10,2176552,
South Dakota,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,11,114676,
South Dakota,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,11,66235,
South Dakota,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,,,
South Dakota,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,38,3640739,1.20981
South Dakota,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,34,1828895,2.10814
South Dakota,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,,1811844,
South Dakota,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,,178337,
South Dakota,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,,96508,
South Dakota,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,,,
South Dakota,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,42,386019,10.77073
South Dakota,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,36,189920,18.88054
South Dakota,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,196099,
South Dakota,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,,74960,
South Dakota,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,36621,
South Dakota,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,,
South Dakota,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,444,4394731,10.192090034484863
South Dakota,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,395,2218179,17.92025
South Dakota,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,49,2176552,2.46131
South Dakota,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,,114676,
South Dakota,2016,2020,Firearm Suicide,non-Hispanic Black,Male,,66235,
South Dakota,2016,2020,Firearm Suicide,non-Hispanic Black,Female,,,
South Dakota,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,395,3640739,10.65091
South Dakota,2016,2020,Firearm Suicide,non-Hispanic white,Male,350,1828895,18.68321
South Dakota,2016,2020,Firearm Suicide,non-Hispanic white,Female,45,1811844,2.66314
South Dakota,2016,2020,Firearm Suicide,Latinx,All Genders,,178337,
South Dakota,2016,2020,Firearm Suicide,Latinx,Male,,96508,
South Dakota,2016,2020,Firearm Suicide,Latinx,Female,,,
South Dakota,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,33,386019,8.42583
South Dakota,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,30,189920,14.87056
South Dakota,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,196099,
South Dakota,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,,74960,
South Dakota,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,,36621,
South Dakota,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,38339,
Tennessee,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,6365,33853196,18.635530471801758
Tennessee,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,5333,16511664,32.137939453125
Tennessee,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,1032,17341532,5.920269966125488
Tennessee,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,2011,5866114,33.37657
Tennessee,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,1778,2774322,61.43291
Tennessee,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,233,3091792,7.49661
Tennessee,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,4095,25299788,15.12646
Tennessee,2016,2020,All Firearm Deaths,non-Hispanic white,Male,3331,12362193,25.35582
Tennessee,2016,2020,All Firearm Deaths,non-Hispanic white,Female,764,12937595,5.65698
Tennessee,2016,2020,All Firearm Deaths,Latinx,All Genders,194,1891843,10.9298
Tennessee,2016,2020,All Firearm Deaths,Latinx,Male,173,994400,18.49531
Tennessee,2016,2020,All Firearm Deaths,Latinx,Female,21,897443,2.42069
Tennessee,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,,103662,
Tennessee,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,52494,
Tennessee,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,51168,
Tennessee,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,51,691789,7.09416
Tennessee,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,41,328255,12.20059
Tennessee,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,10,363534,
Tennessee,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,2594,33853196,8.0877103805542
Tennessee,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,2185,16511664,13.75346
Tennessee,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,409,17341532,2.48117
Tennessee,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,1695,5866114,28.07733
Tennessee,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,1504,2774322,51.64415
Tennessee,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,191,3091792,6.16775
Tennessee,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,746,25299788,3.08004
Tennessee,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,546,12362193,4.58825
Tennessee,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,200,12937595,1.57407
Tennessee,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,127,1891843,6.73775
Tennessee,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,115,994400,11.30058
Tennessee,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,12,897443,
Tennessee,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,103662,
Tennessee,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,52494,
Tennessee,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,51168,
Tennessee,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,21,691789,2.92883
Tennessee,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,16,328255,
Tennessee,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,363534,
Tennessee,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,3589,33853196,10.00195026397705
Tennessee,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,2996,16511664,17.47304
Tennessee,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,593,17341532,3.2769
Tennessee,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,280,5866114,4.68936
Tennessee,2016,2020,Firearm Suicide,non-Hispanic Black,Male,242,2774322,8.66818
Tennessee,2016,2020,Firearm Suicide,non-Hispanic Black,Female,38,3091792,1.16979
Tennessee,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,3208,25299788,11.50149
Tennessee,2016,2020,Firearm Suicide,non-Hispanic white,Male,2670,12362193,19.83684
Tennessee,2016,2020,Firearm Suicide,non-Hispanic white,Female,538,12937595,3.90514
Tennessee,2016,2020,Firearm Suicide,Latinx,All Genders,62,1891843,3.72621
Tennessee,2016,2020,Firearm Suicide,Latinx,Male,53,994400,6.21785
Tennessee,2016,2020,Firearm Suicide,Latinx,Female,,897443,
Tennessee,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,,103662,
Tennessee,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,52494,
Tennessee,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,51168,
Tennessee,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,30,691789,4.15178
Tennessee,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,25,328255,7.4714
Tennessee,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,363534,
Texas,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,18235,143225677,12.744549751281738
Texas,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,15316,71137084,21.738019943237305
Texas,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,2919,72088593,4.044340133666992
Texas,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,3613,17719302,19.55876
Texas,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,3173,8575019,35.06171
Texas,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,440,9144283,4.68352
Texas,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,9918,60806992,15.28998
Texas,2016,2020,All Firearm Deaths,non-Hispanic white,Male,8142,30132829,25.41176
Texas,2016,2020,All Firearm Deaths,non-Hispanic white,Female,1776,30674163,5.54465
Texas,2016,2020,All Firearm Deaths,Latinx,All Genders,4302,56623922,7.5011
Texas,2016,2020,All Firearm Deaths,Latinx,Male,3672,28491428,12.72363
Texas,2016,2020,All Firearm Deaths,Latinx,Female,630,28132494,2.23487
Texas,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,41,530883,7.16167
Texas,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,33,264630,11.60971
Texas,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,266253,
Texas,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,330,7544578,4.23297
Texas,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,272,3673178,7.27319
Texas,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,58,3871400,1.40716
Texas,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,6868,143225677,4.8120598793029785
Texas,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,5681,71137084,7.90182
Texas,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,1187,72088593,1.68041
Texas,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,2800,17719302,15.06478
Texas,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,2474,8575019,27.01712
Texas,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,326,9144283,3.46146
Texas,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,1611,60806992,2.74159
Texas,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,1157,30132829,3.92398
